customer_id,name,location,age,gender,loyalty_status
124,Michelle Harmon,Hollyberg,61,Male,Bronze
125,Helen Jones,Wilsonmouth,57,Male,Bronze
126,Erin Edwards,Port Breanna,39,Female,Gold
127,Michelle Evans,Walshville,44,Female,Gold
128,Jason Powell,New Timothy,52,Female,Bronze
129,Cameron Fisher,Braymouth,18,Other,Bronze
130,Megan Orr,Perezview,52,Male,Gold
131,Elizabeth Kelley,Jenniferstad,54,Other,Bronze
132,Dustin Jordan,Lake Deborah,64,Female,Silver
133,Mary Marshall,Lake Christian,31,Other,Silver
134,Daniel Kennedy,Browntown,20,Male,Silver
135,Rebecca Jackson,South Lori,18,Male,Bronze
136,Jose Schultz,South Dan,22,Female,Gold
137,Robert Potter,Port Brittany,43,Female,Bronze
138,Courtney Gonzalez,Kathleenport,31,Other,Bronze
139,David Alvarez,Rioshaven,56,Female,Gold
140,Angel Perry,East Jefferystad,44,Female,Gold
141,Cheyenne Horton,Hesterhaven,26,Male,Gold
142,David Douglas Jr.,Port Ricardo,32,Female,Silver
143,Patricia Rodriguez,West Rodneyport,32,Female,Bronze
144,Christopher Rubio,East Stevenville,43,Male,Gold
145,Amber Wright,East Allenmouth,59,Male,Bronze
146,Joyce Solis,West Anthony,30,Other,Silver
147,Victoria Larson,Bellville,49,Female,Silver
148,Stephanie Salazar,West Ryanberg,56,Male,Gold
149,Kathy Rivas,Shawhaven,49,Other,Gold
150,Stephanie Manning,Brianview,21,Other,Bronze
151,David Wright,Coreyfurt,47,Female,Gold
152,Pamela Boyd,Leeborough,54,Female,Bronze
153,Denise Jones,Thompsonview,40,Other,Gold
154,Devon Flores,Stoneville,56,Male,Bronze
155,Brenda Hall,Lake Johnville,62,Other,Bronze
156,Michelle Brown,North Brian,32,Female,Bronze
157,Joshua Perry,New Josephland,60,Male,Bronze
158,Jason Stein,West Jeremyfurt,46,Male,Silver
159,Melissa Gates,Longbury,53,Other,Bronze
160,Jamie Smith,Tylerburgh,30,Female,Gold
161,Paul Castaneda,West Dana,49,Other,Silver
162,Jennifer Adkins,Jessicaville,24,Other,Silver
163,Lindsey Walker,New Rebecca,39,Other,Bronze
164,Jeffrey Johnson,Stevensonbury,45,Male,Silver
165,Michael Powell,West Erin,19,Male,Bronze
166,John Anderson,East Martin,59,Female,Gold
167,Alyssa Long,Thomastown,62,Female,Bronze
168,Alyssa Day,Pattersontown,23,Other,Silver
169,Joel Williams,West Nicole,45,Other,Gold
170,Daniel Murphy,Lake Kathleen,45,Other,Bronze
171,Jamie Walton,New Michaelfort,61,Female,Gold
172,Darlene Miller,South Morganfort,61,Male,Gold
173,Joshua Cooke,North Lorishire,37,Male,Silver
174,Matthew Harrington,Maryhaven,47,Other,Gold
175,Nicole Herring,Port Dwayne,28,Other,Silver
176,Alex Hernandez,North Kevinmouth,45,Other,Gold
177,Michael Elliott,Henrystad,42,Other,Bronze
178,Michael Wang,Elizabethview,56,Female,Gold
179,Lawrence Adkins,Stephenstad,50,Male,Bronze
180,Robert Oconnell,Jenniferhaven,18,Other,Bronze
181,Alexander Collins,Rodriguezhaven,44,Female,Gold
182,Tina Sanders,East Tiffanybury,30,Other,Bronze
183,Angela Vaughn,West Tyler,58,Other,Gold
184,Ashley Barton,New Joyce,20,Male,Gold
185,Lindsay Martinez,Howardland,56,Other,Bronze
186,Dr. Hannah Patterson,South Danielle,23,Male,Bronze
187,Jonathan Peterson,Natalieside,25,Male,Silver
188,Samantha Garcia,Archerhaven,44,Male,Bronze
189,Madison Poole,West Renee,26,Female,Silver
190,Jessica Gross,Pamelafurt,54,Female,Bronze
191,Debra Morton,Landryview,50,Male,Gold
192,Karen Graham,Jamesshire,59,Other,Bronze
193,Debra Christian,Maryville,61,Male,Gold
194,Angelica Keith,Popeshire,41,Other,Gold
195,John Bishop,Keithtown,32,Male,Gold
196,Allen Rosales,Hoberg,49,Other,Silver
197,Daniel Salinas,Beckerhaven,49,Female,Bronze
198,Spencer Haynes,Cindyburgh,41,Other,Gold
199,Adam Vaughan,Tommyland,58,Male,Gold
200,Nathan Freeman,Alexiston,29,Female,Silver
201,Melissa Brewer,West Margaret,56,Other,Bronze
202,Ricky Davis II,North Tracytown,19,Other,Bronze
203,Elizabeth Perkins,Belltown,20,Other,Silver
204,Joseph Coleman,West Devinport,54,Other,Silver
205,Erin Warner,North Jennifer,34,Other,Bronze
206,David Martinez,Lake James,19,Female,Silver
207,Bryan Herrera,West Jefferyfort,19,Female,Bronze
208,Cathy Robinson,Johnfurt,45,Female,Bronze
209,Dr. William Warren,Rossville,40,Female,Gold
210,Brian Lee,Samanthaport,54,Male,Gold
211,Christopher Smith,New Ryan,49,Female,Bronze
212,Denise Mccann,Lindaberg,50,Other,Bronze
213,Melissa Martinez,West Derek,18,Other,Bronze
214,Katherine Salas,West Kevin,36,Female,Bronze
215,Julie Alexander,Ashleymouth,19,Other,Bronze
216,Anthony Everett,South Kimberly,61,Female,Bronze
217,Rodney Morales,Davishaven,43,Other,Silver
218,Mark Brown,Bensonhaven,49,Male,Bronze
219,Justin Torres,Taylorchester,23,Male,Silver
220,Bailey Duran DDS,Fisherchester,49,Female,Silver
221,Courtney Mills,Johnsonside,21,Female,Bronze
222,Jeremy Dalton,Port Robertberg,28,Female,Bronze
223,Elizabeth Oliver DDS,Kristinshire,34,Other,Silver
224,Theresa Clark,Davidside,55,Female,Silver
225,Matthew Moore,Brianfurt,41,Male,Bronze
226,Benjamin Smith,South Elizabeth,22,Other,Bronze
227,Kirk Carter,Aguirrehaven,51,Female,Silver
228,Michael Warner,Combsland,23,Other,Silver
229,Michael Bradshaw,West Mariaville,39,Other,Silver
230,Lori Guerrero,Brookeport,28,Female,Gold
231,Jessica Stephens,Vaughnton,33,Other,Silver
232,Susan Serrano,Lake Brendahaven,50,Male,Gold
233,Christopher Parker,Lake Jamieberg,26,Male,Bronze
234,Laura Roberts,Taylorberg,23,Other,Bronze
235,Michael Lyons,Courtneytown,33,Female,Silver
236,Kathryn Snyder,Hansonborough,46,Other,Bronze
237,Andrew Reynolds,North Aaronville,20,Male,Bronze
238,David Davis,East Jamesfort,37,Other,Bronze
239,Sara Johnston,Port Williamfurt,53,Other,Bronze
240,Yvonne Chambers,North Kevinfort,36,Male,Gold
241,Andrew Avila,Port Jimmy,43,Other,Gold
242,Matthew Moon,Lorrainemouth,20,Other,Silver
243,Kevin Walters,South Dustintown,36,Female,Silver
244,Brandon Bailey MD,East Lori,37,Female,Silver
245,Shannon Rivera,East William,49,Male,Bronze
246,Donna Landry,South Timothy,24,Male,Bronze
247,Krista Gibson,Elizabethshire,58,Male,Gold
248,Frank Cordova,Richardsonview,50,Female,Gold
249,Jose Travis,Cruzville,57,Male,Silver
250,Kimberly Gutierrez,Butlerchester,56,Male,Gold
251,Isaiah Avila,North Justin,35,Male,Gold
252,Olivia Harris,New Pedroshire,57,Female,Gold
253,Tanya Kim,Austinmouth,18,Other,Gold
254,Barbara Dudley,West Sydneymouth,28,Male,Gold
255,Cynthia Moore,Hillburgh,45,Other,Silver
256,Kristen Davis,Vincenthaven,42,Male,Silver
257,Susan Murray MD,West Rachel,40,Other,Gold
258,Kathleen Moran,Palmerburgh,48,Female,Silver
259,Denise Davenport,West Diana,47,Female,Bronze
260,Mrs. Kristen Reyes,Stephenberg,59,Male,Gold
261,Katie Suarez,Kristenport,52,Other,Bronze
262,Desiree Tyler,Jonesfort,24,Female,Silver
263,Timothy Romero,Estesburgh,33,Male,Silver
264,Diane Evans,Davidmouth,43,Male,Bronze
265,Yvonne Burns,Breannafurt,19,Female,Silver
266,Joshua Reed,North Anthonyburgh,18,Female,Gold
267,Kimberly Gibson,North Elizabeth,29,Male,Bronze
268,Colin Terry,Villafort,22,Other,Gold
269,Cynthia Rowe,Kathleenbury,54,Other,Bronze
270,Patrick Thornton,East Jessicafurt,49,Other,Silver
271,Jasmin Alvarado,Nielsenton,26,Male,Bronze
272,Veronica Simpson,Dannyland,58,Female,Bronze
273,Jonathan Lawrence,Hinestown,52,Male,Gold
274,Shelly Alexander,West Daniel,36,Female,Silver
275,Joyce Bowen,Grayshire,33,Other,Gold
276,Matthew Moore,East Johnny,20,Other,Silver
277,Wayne Morgan,Sheltonbury,37,Female,Gold
278,Marie Christian,Lake Fernando,41,Female,Bronze
279,Shannon James,North Brandi,50,Male,Gold
280,Nathan Malone,East Arthurberg,41,Other,Silver
281,Amanda Jones,West Kimshire,28,Male,Silver
282,Tammie Bright,West Jacobhaven,25,Male,Bronze
283,Jessica Garcia,Leeborough,53,Male,Silver
284,Shelia Wallace,Masonstad,55,Other,Gold
285,Stephanie Williams,Port Carlos,57,Male,Bronze
286,Elaine Brooks,Garrettland,37,Male,Silver
287,Joseph Knight,East Kimberlyport,52,Male,Silver
288,Carolyn Miller,North Victorton,42,Male,Gold
289,Lisa Allen,Andrewport,52,Male,Gold
290,Briana Murray,Peterstad,42,Male,Bronze
291,David Smith,Port Monicaport,46,Other,Silver
292,Stephanie Byrd,New Barbarahaven,35,Male,Gold
293,Jeremy Reed,Reginaldton,63,Female,Bronze
294,Margaret Coleman,New Thomasview,35,Male,Silver
295,Ryan Gonzalez,North Matthewview,19,Male,Silver
296,John Young,West Pamela,52,Other,Bronze
297,Laura Haney,East Jamesmouth,33,Other,Bronze
298,William Barrett,East Trevorshire,58,Female,Gold
299,Keith Jennings,West Tinachester,53,Female,Silver
300,Amber Obrien,New Timothyberg,50,Other,Silver
301,Tanner Mitchell DDS,Jenniferville,21,Other,Silver
302,Heather Fields,South Williamstad,50,Male,Bronze
303,Megan Le,Woodsbury,31,Other,Gold
304,Sara Fuller,North Anthonyborough,38,Female,Silver
305,Maria Parker,Flemingtown,37,Male,Bronze
306,Kevin Oconnor,Williamsfurt,25,Female,Silver
307,Edward Burgess,South Jacqueline,24,Male,Gold
308,Carlos Ryan,North Samuel,20,Other,Silver
309,Kiara Mcintyre,Michaelmouth,34,Female,Gold
310,Dawn Summers,Hullbury,50,Male,Gold
311,Dr. Paul Morgan,North Brianna,29,Male,Silver
312,Victor Taylor,South Julie,39,Other,Silver
313,Shannon Ramsey,Port Alexisbury,39,Other,Gold
314,Tracy Ballard,North Brianmouth,63,Other,Bronze
315,Richard Smith,West Bradley,47,Female,Gold
316,Jordan Chambers,Carriebury,55,Male,Silver
317,Lauren Carson,Davidfurt,55,Other,Silver
318,Ashley Hall,Sandovalland,62,Female,Bronze
319,Stephen Hoffman,West Shawnaborough,25,Female,Gold
320,Connie Brown,Thorntonstad,44,Female,Gold
321,Susan Turner,South Jennifer,44,Other,Gold
322,Charles Shah,Kimberlyport,51,Other,Silver
323,Johnathan Davis,New Patricia,38,Male,Gold
324,Brandy Chavez,Heidihaven,47,Male,Bronze
325,Natalie Bautista,North Michaelchester,50,Other,Silver
326,Patrick Moore,Ramirezborough,45,Female,Silver
327,Brett Burns,Port Theresa,64,Female,Gold
328,Trevor Johnson,West Judy,50,Female,Bronze
329,Jeremy Sampson,North Nathan,22,Male,Silver
330,Ariana Jennings,North Tiffany,36,Female,Silver
331,Vanessa Howard,Santosmouth,21,Male,Gold
332,Colton Martinez,North Victorton,52,Male,Gold
333,Jordan Bates,Joshuafurt,34,Female,Bronze
334,Linda Smith,Margaretland,61,Female,Gold
335,Dana Martinez,West Melissafurt,45,Other,Bronze
336,Andrea Hubbard,Smithfurt,47,Other,Silver
337,Daniel Kane,Wallacebury,46,Female,Bronze
338,Charles Lester,South Jack,63,Male,Bronze
339,Scott Thomas,Patelport,23,Male,Bronze
340,David Thompson,New Kathryntown,52,Male,Silver
341,Allison Smith,Sandraview,58,Male,Gold
342,Cynthia Morris,Port Anthony,54,Male,Silver
343,Anthony Harmon,Glennton,41,Other,Gold
344,Nichole Alvarez,New Paulport,46,Female,Bronze
345,Kayla Rodriguez,Colemanshire,63,Other,Bronze
346,Theresa Williams,Franciscofurt,48,Male,Bronze
347,Sharon Boyd,Reesebury,52,Male,Bronze
348,Victor Brown,North Juan,50,Male,Bronze
349,James Parks,Christopherbury,38,Male,Gold
350,Theodore Jones Jr.,Matthewfurt,49,Female,Gold
351,Ana Hill,New Joshuaview,40,Male,Bronze
352,Kimberly Nguyen,Kimberlytown,50,Female,Silver
353,Kerry Chavez DDS,West Ashleymouth,20,Male,Silver
354,Michael Farrell,Melaniemouth,35,Female,Bronze
355,Patricia Le,Smithtown,42,Other,Gold
356,Jesse Perez,Johnsonstad,59,Male,Silver
357,Jesse Perry,Littleside,48,Female,Silver
358,Jeffery Ortega,South Brian,20,Other,Silver
359,Christian Leblanc,West Pennyside,57,Male,Bronze
360,Ronald Davis,Stephaniemouth,63,Male,Silver
361,Parker Cain,West Katie,41,Male,Silver
362,Laurie Hoffman,Jordanfort,49,Female,Silver
363,Bryan Gomez,East Crystal,64,Female,Silver
364,Nicole Parrish,Port Christine,39,Other,Gold
365,Tracy Burke,East Dannyton,40,Female,Bronze
366,Kenneth Lewis,Lake William,19,Female,Bronze
367,Courtney Rodriguez,Rileyton,44,Male,Gold
368,Holly Farmer,North Stephanie,59,Male,Gold
369,Renee Bruce,Theresatown,19,Male,Bronze
370,Sabrina Austin,Amberton,43,Male,Silver
371,Allison Hickman,West Daniel,34,Male,Silver
372,Debra White,Wilsonland,57,Male,Bronze
373,Ellen Morgan,East Mark,50,Male,Silver
374,Sergio Knight,Mariachester,26,Other,Gold
375,Charles Schultz,Lake Ronaldport,60,Other,Silver
376,Paul Lewis,North Mark,56,Other,Silver
377,Glen Wood,Matthewchester,46,Other,Silver
378,Paula Bradley,Thomasport,59,Male,Bronze
379,Anthony Moore,East Michealport,43,Other,Gold
380,Megan Nelson,New Anthony,52,Male,Silver
381,Karla Ramos,Port Lawrence,42,Other,Bronze
382,Paul Wilson,Shelbyfurt,41,Female,Silver
383,Douglas Gregory,Lake Jessicafurt,30,Other,Gold
384,Mr. Andrew Foster,North Susanbury,24,Other,Silver
385,Aimee Turner,Ryanville,53,Male,Gold
386,Chad Scott,New Thomashaven,62,Other,Silver
387,Adam Burgess,Stewartborough,37,Female,Gold
388,James Padilla,Rhondamouth,18,Male,Silver
389,Sandra Drake,Port Katrina,25,Male,Gold
390,Scott Williams,Jerrymouth,63,Other,Silver
391,Thomas Atkins,Lake Johnchester,33,Male,Silver
392,Laura Mckinney,Christopherside,31,Male,Bronze
393,Brian Smith,West Denisebury,29,Male,Bronze
394,Robert Montgomery,Hartmanbury,40,Male,Gold
395,Tamara Davis,New John,32,Male,Silver
396,Dana Chapman,Craigberg,45,Male,Gold
397,Jennifer Collins,Lauramouth,51,Female,Bronze
398,Gary Jackson,Davidchester,19,Other,Gold
399,Ashley Hicks,Wagnerberg,49,Female,Gold
400,Hannah Luna,Chenborough,40,Male,Bronze
401,Robin Young,South Alexis,39,Male,Silver
402,Craig Morrison,South Joseside,42,Other,Gold
403,Mary Thompson,Newtonberg,39,Female,Bronze
404,Kathleen Webster,Port Ryanburgh,39,Other,Silver
405,Joann Glass,East Zacharyhaven,59,Female,Bronze
406,Madison Weber,Strongstad,23,Male,Gold
407,Lori Hernandez,South Heidi,32,Other,Silver
408,Jeremy Turner,Lake Kelly,60,Other,Silver
409,Anthony Romero,Phyllismouth,54,Male,Bronze
410,Jesse Brown,Lake Brandonstad,50,Other,Bronze
411,Angela Lin,Lozanomouth,25,Female,Bronze
412,Lisa Hunter,Robertsfort,61,Female,Silver
413,Julian Conner,Lake Isaac,61,Female,Silver
414,Joanna Pacheco,East Paulashire,22,Female,Gold
415,Erica Alvarez,Emilymouth,56,Male,Silver
416,Antonio Garcia,Floresburgh,21,Other,Gold
417,Gwendolyn Klein,Shirleyville,23,Female,Bronze
418,Carrie Wright,West Trevor,62,Male,Bronze
419,Jeffrey Mills,New Zacharyhaven,49,Other,Silver
420,Jake Campbell,Mitchellfurt,47,Other,Bronze
421,George Harper,Katherineberg,64,Male,Bronze
422,Maria Jones,Port Sierraborough,52,Male,Silver
423,Michael Mitchell,Stoneshire,57,Female,Gold
424,Mary Escobar,Coryport,33,Other,Silver
425,Felicia Aguilar,North Keith,30,Other,Gold
426,Gregory Ponce,Gonzalesburgh,59,Male,Silver
427,Jenna Larson,Sheilaview,47,Other,Silver
428,Emily Bennett,East Elizabethberg,36,Female,Bronze
429,Robin Santiago,East Andreahaven,34,Other,Silver
430,Nancy Jennings,North Carmen,36,Male,Silver
431,Maria Henderson,New Amandaborough,45,Male,Gold
432,Jack White,South Marissatown,43,Female,Bronze
433,Travis Tucker,Jamesshire,54,Female,Gold
434,Chad Jones,Dennishaven,43,Other,Gold
435,Ashley Wise,Port Shawn,40,Other,Bronze
436,Sophia Johnson,Lake Jasmineville,26,Male,Bronze
437,Ralph Anderson,Onealfort,29,Female,Bronze
438,Christopher Guerra,Christopherberg,18,Female,Silver
439,Rhonda Martin,Jessicaville,18,Female,Bronze
440,Jason Rhodes,Lindabury,64,Other,Bronze
441,Jeremy Mitchell,West Ericmouth,51,Female,Bronze
442,Joann Ferguson,Shawnhaven,49,Male,Gold
443,Robert Harrison,Lake Haileyton,42,Male,Gold
444,Holly Valentine,Garciahaven,57,Other,Silver
445,Mrs. Diane Reyes,Jamesside,62,Other,Gold
446,Tracy Montoya,Lake Courtneybury,18,Female,Silver
447,Brenda Wright,New Nicholas,33,Other,Gold
448,Shelly Spencer,Lake James,56,Male,Bronze
449,Ryan Rosales,Hernandezburgh,22,Female,Gold
450,Phillip Nelson,Campbellborough,39,Male,Silver
451,Brittany Kim,New Mercedesborough,46,Female,Gold
452,Courtney Hayes,South Carlosside,20,Other,Bronze
453,Alexander Brown,Lake Gregory,29,Female,Silver
454,Cynthia Vang,Wattsfurt,43,Female,Bronze
455,Alfred Galvan,Lake Michael,33,Male,Bronze
456,Marie Moody,West Mary,54,Male,Silver
457,Dustin Gallegos,Elizabethfort,39,Female,Bronze
458,Brenda Thornton,Harperside,46,Other,Bronze
459,Aaron Miller,Phillipsbury,31,Other,Gold
460,Ruben Dunn,Port Kathrynchester,45,Male,Bronze
461,Kelsey Rodriguez,Nguyenchester,22,Other,Bronze
462,Eric Williams,East Stevenmouth,64,Male,Bronze
463,Riley Bryant,West Heidiberg,47,Other,Bronze
464,Taylor Carlson,Larsenfort,63,Female,Silver
465,Jose Allen,Mcdanieltown,22,Male,Gold
466,Jeffrey Mendez,Josephborough,29,Male,Bronze
467,Jason Beck,Brownmouth,33,Female,Bronze
468,William Jones,Emilychester,43,Male,Silver
469,Katie Mcneil,Lambchester,43,Other,Bronze
470,Jeanette Harrison,Greenton,38,Other,Silver
471,Veronica King,Toddbury,56,Male,Gold
472,Richard Cooper,Daisyton,53,Other,Gold
473,Lori Ingram,Sethbury,50,Male,Bronze
474,Evelyn Williams,New Jamie,47,Female,Bronze
475,Robin Thompson,New Cherylberg,54,Male,Bronze
476,Julie Dominguez,Lake Andrewfurt,40,Female,Silver
477,Robin Brown,Port Janetstad,27,Other,Bronze
478,Judith Carter,Lake Brandonborough,22,Female,Bronze
479,Curtis Williams,Amandaburgh,53,Other,Gold
480,Kaylee Hays,Heathbury,51,Male,Bronze
481,Dawn Mullins,Lauriestad,48,Other,Gold
482,Howard Norman,Robertside,27,Male,Bronze
483,Evelyn Martinez,North Barry,36,Male,Gold
484,Steve Paul,Port Shelbyville,49,Female,Bronze
485,Jasmine Beltran,Moodyton,18,Female,Gold
486,Jonathan Glass MD,West Kevin,22,Female,Silver
487,Monica Miller,Lake Kelsey,62,Female,Gold
488,Samantha Gardner,North Joseph,21,Other,Gold
489,Bobby Guerrero,Port Kristenfurt,33,Other,Gold
490,Lance Simmons,Port Joy,41,Other,Bronze
491,Heather Williams,Michelleland,33,Male,Bronze
492,Heather Bolton,New Jenniferchester,19,Other,Bronze
493,William Gould,North Juliaside,45,Other,Silver
494,Mark Cox,North Jill,49,Other,Silver
495,Meghan Cisneros,Leeport,44,Female,Gold
496,Lawrence Harrington,Ronaldtown,37,Other,Silver
497,Austin Osborne,Joshuaborough,41,Male,Gold
498,James Bradley,West Tanyashire,29,Female,Gold
499,Meghan Rush,Bennettchester,52,Male,Gold
500,Phillip Berry,East Tammyside,50,Other,Silver
501,Jennifer Banks,Timothyside,50,Female,Bronze
502,Brian Fitzgerald,South Andre,60,Male,Silver
503,Mr. Justin Green III,Lunastad,54,Other,Gold
504,Zachary Mitchell,South Jeffreytown,29,Male,Gold
505,Katherine Martinez,Wisemouth,20,Male,Silver
506,Jodi Roach,Thomasville,18,Male,Gold
507,Brandon Fleming,Martinland,50,Other,Gold
508,Emma Reed,New Garyfort,57,Other,Silver
509,Joshua Vance,North Donald,27,Male,Silver
510,Michelle Ho,Millsshire,60,Female,Silver
511,Rebecca Hicks,North Katrina,61,Female,Gold
512,Curtis Taylor,Robertmouth,46,Other,Gold
513,Allison Spencer,North Marc,30,Other,Bronze
514,Robert Arnold,Savageview,29,Other,Bronze
515,Angelica Parker,Port Anna,48,Other,Silver
516,Dr. Kelly Hammond DVM,Gardnermouth,63,Other,Bronze
517,William Day,West Steven,19,Female,Gold
518,Michael Cooper,Robertsonland,52,Other,Bronze
519,Penny Bowman,South Hollyfurt,40,Male,Gold
520,Vincent Reynolds,Port Alexander,34,Male,Silver
521,Amy Martinez,East Jamesville,43,Female,Silver
522,Christopher Morris,South Tylerhaven,25,Male,Gold
